"","bwnetModuleLabels","bwnetModuleColors"
"TraesCS1A01G086100","1","turquoise"
"TraesCS1A01G086200","1","turquoise"
"TraesCS1A01G086300","0","grey"
"TraesCS1A01G086500","7","black"
"TraesCS1A01G086600","4","yellow"
"TraesCS1A01G086700","0","grey"
"TraesCS1A01G086800","0","grey"
"TraesCS1A01G086900","2","blue"
"TraesCS1A01G087000","0","grey"
"TraesCS1A01G087100","1","turquoise"
"TraesCS1A01G087200","2","blue"
"TraesCS1A01G087300","0","grey"
"TraesCS1A01G087400","0","grey"
"TraesCS1A01G087500","0","grey"
"TraesCS1A01G087600","0","grey"
"TraesCS1A01G087700","0","grey"
"TraesCS1A01G087800","0","grey"
"TraesCS1A01G087900","0","grey"
"TraesCS1A01G088000","0","grey"
"TraesCS1A01G088100","0","grey"
"TraesCS1A01G088200","2","blue"
"TraesCS1A01G088300","12","tan"
"TraesCS1A01G088400","0","grey"
"TraesCS1A01G088600","10","purple"
"TraesCS1A01G088700","0","grey"
"TraesCS1A01G088800","0","grey"
"TraesCS1A01G088900","1","turquoise"
"TraesCS1A01G089000","0","grey"
"TraesCS1A01G089100","0","grey"
"TraesCS1A01G089200","0","grey"
"TraesCS1A01G089300","1","turquoise"
"TraesCS1A01G089400","1","turquoise"
"TraesCS1A01G089500","1","turquoise"
"TraesCS1A01G089600","3","brown"
"TraesCS1A01G089800","1","turquoise"
"TraesCS1A01G089900","0","grey"
"TraesCS1A01G090000","0","grey"
"TraesCS1A01G090100","4","yellow"
"TraesCS1A01G090300","2","blue"
"TraesCS1A01G090400","0","grey"
"TraesCS1A01G090500","4","yellow"
"TraesCS1A01G090600","1","turquoise"
"TraesCS1A01G090700","0","grey"
"TraesCS1A01G090800","0","grey"
"TraesCS1A01G090900","0","grey"
"TraesCS1A01G091000","0","grey"
"TraesCS1A01G091100","2","blue"
"TraesCS1A01G091200","17","grey60"
"TraesCS1A01G091300","2","blue"
"TraesCS1A01G091400","1","turquoise"
"TraesCS1A01G091500","0","grey"
"TraesCS1A01G091600","0","grey"
"TraesCS1A01G091800","0","grey"
"TraesCS1A01G091900","0","grey"
"TraesCS1A01G092000","0","grey"
"TraesCS1A01G092100","3","brown"
"TraesCS1A01G092200","2","blue"
"TraesCS1A01G092300","12","tan"
"TraesCS1A01G092400","0","grey"
"TraesCS1A01G092500","0","grey"
"TraesCS1A01G092700","1","turquoise"
"TraesCS1A01G092800","0","grey"
"TraesCS1A01G092900","6","red"
"TraesCS1A01G093000","17","grey60"
"TraesCS1A01G093200","0","grey"
"TraesCS1A01G093300","3","brown"
"TraesCS1A01G093400","0","grey"
"TraesCS1A01G093500","10","purple"
"TraesCS1A01G093700","17","grey60"
"TraesCS1A01G093800","3","brown"
"TraesCS1A01G093900","20","royalblue"
"TraesCS1A01G094000","4","yellow"
"TraesCS1A01G094100","0","grey"
"TraesCS1A01G094200","7","black"
"TraesCS1A01G094500","8","pink"
"TraesCS1A01G094700","2","blue"
"TraesCS1A01G094800","6","red"
"TraesCS1A01G094900","12","tan"
"TraesCS1A01G095000","4","yellow"
"TraesCS1A01G095100","1","turquoise"
"TraesCS1A01G095200","2","blue"
"TraesCS1A01G095300","0","grey"
"TraesCS1A01G095400","0","grey"
"TraesCS1A01G095500","3","brown"
"TraesCS1A01G095600","11","greenyellow"
"TraesCS1A01G095700","5","green"
"TraesCS1A01G095800","3","brown"
"TraesCS1A01G096000","0","grey"
"TraesCS1A01G096100","4","yellow"
"TraesCS1A01G096200","0","grey"
"TraesCS1A01G096300","0","grey"
"TraesCS1A01G096400","15","midnightblue"
"TraesCS1A01G096500","6","red"
"TraesCS1A01G096600","1","turquoise"
"TraesCS1A01G096800","0","grey"
"TraesCS1A01G097000","1","turquoise"
"TraesCS1A01G097100","4","yellow"
"TraesCS1A01G097200","0","grey"
"TraesCS1A01G097300","22","darkgreen"
"TraesCS1A01G097400","0","grey"
"TraesCS1A01G097500","0","grey"
"TraesCS1A01G097600","4","yellow"
"TraesCS1A01G097700","30","steelblue"
"TraesCS1A01G098100","0","grey"
"TraesCS1A01G098200","0","grey"
"TraesCS1A01G098800","10","purple"
"TraesCS1A01G098900","0","grey"
"TraesCS1A01G099000","1","turquoise"
"TraesCS1A01G099100","2","blue"
"TraesCS1A01G099200","0","grey"
"TraesCS1A01G099300","0","grey"
"TraesCS1A01G099400","4","yellow"
"TraesCS1A01G099500","7","black"
"TraesCS1A01G099600","0","grey"
"TraesCS1A01G099700","0","grey"
"TraesCS1A01G099800","0","grey"
"TraesCS1A01G099900","3","brown"
"TraesCS1A01G100000","0","grey"
"TraesCS1A01G100100","7","black"
"TraesCS1A01G100200","0","grey"
"TraesCS1A01G100300","1","turquoise"
"TraesCS1A01G100400","1","turquoise"
"TraesCS1A01G100500","0","grey"
"TraesCS1A01G100600","5","green"
"TraesCS1A01G100700","0","grey"
"TraesCS1A01G100800","0","grey"
"TraesCS1A01G100900","0","grey"
"TraesCS1A01G101000","5","green"
"TraesCS1A01G101100","4","yellow"
"TraesCS1A01G101200","11","greenyellow"
"TraesCS1A01G101300","9","magenta"
"TraesCS1A01G101500","5","green"
"TraesCS1A01G101600","0","grey"
"TraesCS1A01G101700","5","green"
"TraesCS1A01G101900","6","red"
"TraesCS1A01G102000","21","darkred"
"TraesCS1A01G102100","2","blue"
"TraesCS1A01G102200","8","pink"
"TraesCS1A01G102300","1","turquoise"
"TraesCS1A01G102400","15","midnightblue"
"TraesCS1A01G102500","6","red"
"TraesCS1A01G102600","2","blue"
"TraesCS1A01G102700","0","grey"
"TraesCS1A01G102800","3","brown"
"TraesCS1A01G102900","3","brown"
"TraesCS1A01G103000","0","grey"
"TraesCS1A01G103100","2","blue"
"TraesCS1A01G103300","0","grey"
"TraesCS1A01G103600","0","grey"
"TraesCS1A01G103900","3","brown"
"TraesCS1A01G104000","0","grey"
"TraesCS1A01G104100","0","grey"
"TraesCS1A01G104200","3","brown"
"TraesCS1A01G104300","3","brown"
"TraesCS1A01G104500","4","yellow"
"TraesCS1A01G104600","18","lightgreen"
"TraesCS1A01G104700","13","salmon"
"TraesCS1A01G105000","0","grey"
"TraesCS1A01G105100","0","grey"
"TraesCS1A01G105300","5","green"
"TraesCS1A01G105400","6","red"
"TraesCS1A01G105500","17","grey60"
"TraesCS1A01G105600","0","grey"
"TraesCS1A01G105700","8","pink"
"TraesCS1A01G105800","4","yellow"
"TraesCS1A01G105900","3","brown"
"TraesCS1A01G106000","0","grey"
"TraesCS1A01G106100","0","grey"
"TraesCS1A01G106200","0","grey"
"TraesCS1A01G106300","2","blue"
"TraesCS1A01G106400","0","grey"
"TraesCS1A01G106500","5","green"
"TraesCS1A01G106600","0","grey"
"TraesCS1A01G106700","11","greenyellow"
"TraesCS1A01G106800","0","grey"
"TraesCS1A01G106900","0","grey"
"TraesCS1A01G107000","0","grey"
"TraesCS1A01G107100","0","grey"
"TraesCS1A01G107200","0","grey"
"TraesCS1A01G107300","7","black"
"TraesCS1A01G107400","0","grey"
"TraesCS1A01G107500","9","magenta"
"TraesCS1A01G107600","0","grey"
"TraesCS1A01G107700","12","tan"
"TraesCS1A01G107800","0","grey"
"TraesCS1A01G107900","4","yellow"
"TraesCS1A01G108000","17","grey60"
"TraesCS1A01G108100","17","grey60"
"TraesCS1A01G108200","0","grey"
"TraesCS1A01G108300","0","grey"
"TraesCS1A01G108400","3","brown"
"TraesCS1A01G108500","0","grey"
"TraesCS1A01G108600","0","grey"
"TraesCS1A01G108700","0","grey"
"TraesCS1A01G108800","13","salmon"
"TraesCS1A01G108900","4","yellow"
"TraesCS1A01G109100","1","turquoise"
"TraesCS1A01G109200","8","pink"
"TraesCS1A01G109300","13","salmon"
"TraesCS1A01G109400","2","blue"
"TraesCS1A01G109500","13","salmon"
"TraesCS1A01G109600","1","turquoise"
"TraesCS1A01G109700","0","grey"
"TraesCS1A01G109800","2","blue"
"TraesCS1A01G109900","0","grey"
"TraesCS1A01G110000","3","brown"
"TraesCS1A01G110100","0","grey"
"TraesCS1A01G110200","0","grey"
"TraesCS1A01G110300","0","grey"
"TraesCS1A01G110400","15","midnightblue"
"TraesCS1A01G110500","0","grey"
"TraesCS1A01G110600","0","grey"
"TraesCS1A01G110700","11","greenyellow"
"TraesCS1A01G110800","1","turquoise"
"TraesCS1A01G110900","1","turquoise"
"TraesCS1A01G111000","1","turquoise"
"TraesCS1A01G111100","20","royalblue"
"TraesCS1A01G111300","8","pink"
"TraesCS1A01G111400","0","grey"
"TraesCS1A01G111500","15","midnightblue"
"TraesCS1A01G111600","0","grey"
"TraesCS1A01G111700","0","grey"
"TraesCS1A01G111800","15","midnightblue"
"TraesCS1A01G111900","1","turquoise"
"TraesCS1A01G112000","0","grey"
"TraesCS1A01G112100","4","yellow"
"TraesCS1A01G112200","0","grey"
"TraesCS1A01G112400","24","darkgrey"
"TraesCS1A01G112500","0","grey"
"TraesCS1A01G112600","24","darkgrey"
"TraesCS1A01G112700","24","darkgrey"
"TraesCS1A01G112800","0","grey"
"TraesCS1A01G113100","2","blue"
"TraesCS1A01G113200","0","grey"
"TraesCS1A01G113300","3","brown"
"TraesCS1A01G113400","17","grey60"
"TraesCS1A01G113600","8","pink"
"TraesCS1A01G113700","4","yellow"
"TraesCS1A01G113800","7","black"
"TraesCS1A01G113900","2","blue"
"TraesCS1A01G114000","2","blue"
"TraesCS1A01G114100","17","grey60"
"TraesCS1A01G114300","0","grey"
"TraesCS1A01G114400","3","brown"
"TraesCS1A01G114600","0","grey"
"TraesCS1A01G114700","2","blue"
"TraesCS1A01G114800","0","grey"
"TraesCS1A01G114900","0","grey"
"TraesCS1A01G115000","1","turquoise"
"TraesCS1A01G115100","0","grey"
"TraesCS1A01G115200","1","turquoise"
"TraesCS1A01G115300","0","grey"
"TraesCS1A01G115400","2","blue"
"TraesCS1A01G115500","0","grey"
"TraesCS1A01G115600","0","grey"
"TraesCS1A01G115700","0","grey"
"TraesCS1A01G115900","3","brown"
"TraesCS1A01G116000","0","grey"
"TraesCS1A01G116100","0","grey"
"TraesCS1A01G116200","7","black"
"TraesCS1A01G116300","0","grey"
"TraesCS1A01G116400","0","grey"
"TraesCS1A01G116500","6","red"
"TraesCS1A01G116600","2","blue"
"TraesCS1A01G116700","3","brown"
"TraesCS1A01G116800","3","brown"
"TraesCS1A01G116900","12","tan"
"TraesCS1A01G117000","0","grey"
"TraesCS1A01G117100","0","grey"
"TraesCS1A01G117300","8","pink"
"TraesCS1A01G117400","2","blue"
"TraesCS1A01G117500","15","midnightblue"
"TraesCS1A01G117600","0","grey"
"TraesCS1A01G117700","7","black"
"TraesCS1A01G117900","0","grey"
"TraesCS1A01G118100","2","blue"
"TraesCS1A01G118200","9","magenta"
"TraesCS1A01G118300","20","royalblue"
"TraesCS1A01G118400","7","black"
"TraesCS1A01G118600","0","grey"
"TraesCS1A01G118700","5","green"
"TraesCS1A01G118800","1","turquoise"
"TraesCS1A01G118900","0","grey"
"TraesCS1A01G119000","0","grey"
"TraesCS1A01G119100","3","brown"
"TraesCS1A01G119200","0","grey"
"TraesCS1A01G119300","1","turquoise"
"TraesCS1A01G119400","0","grey"
"TraesCS1A01G119500","3","brown"
"TraesCS1A01G119600","0","grey"
"TraesCS1A01G119700","2","blue"
"TraesCS1A01G119800","0","grey"
"TraesCS1A01G119900","0","grey"
"TraesCS1A01G120000","4","yellow"
"TraesCS1A01G120100","31","paleturquoise"
"TraesCS1A01G120200","2","blue"
"TraesCS1A01G120300","0","grey"
"TraesCS1A01G120400","2","blue"
"TraesCS1A01G120500","2","blue"
"TraesCS1A01G120600","0","grey"
"TraesCS1A01G120700","0","grey"
"TraesCS1A01G120800","1","turquoise"
"TraesCS1A01G120900","1","turquoise"
"TraesCS1A01G121000","0","grey"
"TraesCS1A01G121100","0","grey"
"TraesCS1A01G121200","2","blue"
"TraesCS1A01G121300","27","white"
"TraesCS1A01G121400","0","grey"
"TraesCS1A01G121500","3","brown"
"TraesCS1A01G121700","0","grey"
"TraesCS1A01G121800","12","tan"
"TraesCS1A01G121900","12","tan"
"TraesCS1A01G122000","1","turquoise"
"TraesCS1A01G122100","0","grey"
"TraesCS1A01G122200","1","turquoise"
"TraesCS1A01G122300","1","turquoise"
"TraesCS1A01G122400","1","turquoise"
"TraesCS1A01G122500","3","brown"
"TraesCS1A01G122600","0","grey"
"TraesCS1A01G122700","4","yellow"
"TraesCS1A01G122800","0","grey"
"TraesCS1A01G122900","2","blue"
"TraesCS1A01G123000","0","grey"
"TraesCS1A01G123100","7","black"
"TraesCS1A01G123200","0","grey"
"TraesCS1A01G123300","1","turquoise"
"TraesCS1A01G123400","0","grey"
"TraesCS1A01G123500","0","grey"
"TraesCS1A01G123600","2","blue"
"TraesCS1A01G123700","0","grey"
"TraesCS1A01G123800","0","grey"
"TraesCS1A01G123900","0","grey"
"TraesCS1A01G124000","0","grey"
"TraesCS1A01G124100","3","brown"
"TraesCS1A01G124200","0","grey"
"TraesCS1A01G124300","6","red"
"TraesCS1A01G124400","5","green"
"TraesCS1A01G124500","21","darkred"
"TraesCS1A01G124600","2","blue"
"TraesCS1A01G124700","2","blue"
"TraesCS1A01G124800","0","grey"
"TraesCS1A01G125000","0","grey"
"TraesCS1A01G125100","6","red"
"TraesCS1A01G125200","0","grey"
"TraesCS1A01G125300","5","green"
"TraesCS1A01G125400","3","brown"
"TraesCS1A01G125500","3","brown"
"TraesCS1A01G125600","9","magenta"
"TraesCS1A01G125700","9","magenta"
"TraesCS1A01G125800","8","pink"
"TraesCS1A01G125900","3","brown"
"TraesCS1A01G126000","0","grey"
"TraesCS1A01G126100","7","black"
"TraesCS1A01G126200","0","grey"
"TraesCS1A01G126300","17","grey60"
"TraesCS1A01G126400","15","midnightblue"
"TraesCS1A01G126600","15","midnightblue"
"TraesCS1A01G126800","1","turquoise"
"TraesCS1A01G126900","9","magenta"
"TraesCS1A01G127000","4","yellow"
"TraesCS1A01G127100","0","grey"
"TraesCS1A01G127400","5","green"
"TraesCS1A01G127500","0","grey"
"TraesCS1A01G127600","2","blue"
"TraesCS1A01G127700","2","blue"
"TraesCS1A01G127800","2","blue"
"TraesCS1A01G127900","4","yellow"
"TraesCS1A01G128000","0","grey"
"TraesCS1A01G128100","1","turquoise"
"TraesCS1A01G128300","3","brown"
"TraesCS1A01G128400","0","grey"
"TraesCS1A01G128500","0","grey"
"TraesCS1A01G128600","19","lightyellow"
"TraesCS1A01G128700","0","grey"
"TraesCS1A01G128900","1","turquoise"
"TraesCS1A01G129000","0","grey"
"TraesCS1A01G129100","6","red"
"TraesCS1A01G129200","2","blue"
"TraesCS1A01G129300","2","blue"
"TraesCS1A01G129400","4","yellow"
"TraesCS1A01G129500","17","grey60"
"TraesCS1A01G129600","11","greenyellow"
"TraesCS1A01G129700","11","greenyellow"
"TraesCS1A01G129800","16","lightcyan"
"TraesCS1A01G130000","0","grey"
"TraesCS1A01G130400","27","white"
"TraesCS1A01G130600","0","grey"
"TraesCS1A01G130700","2","blue"
"TraesCS1A01G130800","0","grey"
"TraesCS1A01G130900","5","green"
"TraesCS1A01G131000","0","grey"
"TraesCS1A01G131100","0","grey"
"TraesCS1A01G131200","0","grey"
"TraesCS1A01G131300","1","turquoise"
"TraesCS1A01G131500","4","yellow"
"TraesCS1A01G131600","0","grey"
"TraesCS1A01G131700","0","grey"
"TraesCS1A01G131800","0","grey"
"TraesCS1A01G131900","5","green"
"TraesCS1A01G132000","0","grey"
"TraesCS1A01G132100","2","blue"
"TraesCS1A01G132200","2","blue"
"TraesCS1A01G132300","0","grey"
"TraesCS1A01G132400","2","blue"
"TraesCS1A01G132500","0","grey"
"TraesCS1A01G132600","0","grey"
"TraesCS1A01G132800","0","grey"
"TraesCS1A01G132900","0","grey"
"TraesCS1A01G133000","0","grey"
"TraesCS1A01G133100","5","green"
"TraesCS1A01G133200","0","grey"
"TraesCS1A01G133300","20","royalblue"
"TraesCS1A01G133400","0","grey"
"TraesCS1A01G133500","5","green"
"TraesCS1A01G133600","0","grey"
"TraesCS1A01G133700","30","steelblue"
"TraesCS1A01G133800","0","grey"
"TraesCS1A01G133900","20","royalblue"
"TraesCS1A01G134000","1","turquoise"
"TraesCS1A01G134100","0","grey"
"TraesCS1A01G134200","0","grey"
"TraesCS1A01G134300","1","turquoise"
"TraesCS1A01G134400","0","grey"
"TraesCS1A01G134500","20","royalblue"
"TraesCS1A01G134600","0","grey"
"TraesCS1A01G134800","0","grey"
"TraesCS1A01G135000","0","grey"
"TraesCS1A01G135100","2","blue"
"TraesCS1A01G135300","0","grey"
"TraesCS1A01G135400","0","grey"
"TraesCS1A01G135500","7","black"
"TraesCS1A01G135600","5","green"
"TraesCS1A01G135700","1","turquoise"
"TraesCS1A01G135800","0","grey"
"TraesCS1A01G135900","0","grey"
"TraesCS1A01G136000","0","grey"
"TraesCS1A01G136100","25","orange"
"TraesCS1A01G136200","0","grey"
"TraesCS1A01G136400","1","turquoise"
"TraesCS1A01G136500","1","turquoise"
"TraesCS1A01G136600","13","salmon"
"TraesCS1A01G136700","4","yellow"
"TraesCS1A01G136800","5","green"
"TraesCS1A01G136900","14","cyan"
"TraesCS1A01G137000","13","salmon"
"TraesCS1A01G137100","0","grey"
"TraesCS1A01G137200","5","green"
"TraesCS1A01G137300","18","lightgreen"
"TraesCS1A01G137400","3","brown"
"TraesCS1A01G137500","14","cyan"
"TraesCS1A01G137600","0","grey"
"TraesCS1A01G137700","0","grey"
"TraesCS1A01G137800","0","grey"
"TraesCS1A01G137900","4","yellow"
"TraesCS1A01G138000","0","grey"
"TraesCS1A01G138100","11","greenyellow"
"TraesCS1A01G138200","2","blue"
"TraesCS1A01G138300","2","blue"
"TraesCS1A01G138400","4","yellow"
"TraesCS1A01G138500","4","yellow"
"TraesCS1A01G138600","0","grey"
"TraesCS1A01G138700","0","grey"
"TraesCS1A01G138800","4","yellow"
"TraesCS1A01G138900","0","grey"
"TraesCS1A01G139100","27","white"
"TraesCS1A01G139200","2","blue"
"TraesCS1A01G139300","0","grey"
"TraesCS1A01G139400","4","yellow"
"TraesCS1A01G139500","0","grey"
"TraesCS1A01G139600","4","yellow"
"TraesCS1A01G139700","2","blue"
"TraesCS1A01G139900","3","brown"
"TraesCS1A01G140100","0","grey"
"TraesCS1A01G140300","35","sienna3"
"TraesCS1A01G140500","0","grey"
"TraesCS1A01G140600","0","grey"
"TraesCS1A01G140700","0","grey"
"TraesCS1A01G140800","3","brown"
"TraesCS1A01G140900","7","black"
"TraesCS1A01G141000","4","yellow"
"TraesCS1A01G141100","9","magenta"
"TraesCS1A01G141200","3","brown"
"TraesCS1A01G141300","3","brown"
"TraesCS1A01G141400","0","grey"
"TraesCS1A01G141500","3","brown"
"TraesCS1A01G141600","8","pink"
"TraesCS1A01G141700","4","yellow"
"TraesCS1A01G141900","1","turquoise"
"TraesCS1A01G142000","5","green"
"TraesCS1A01G142200","0","grey"
"TraesCS1A01G142300","19","lightyellow"
"TraesCS1A01G142400","1","turquoise"
"TraesCS1A01G142500","20","royalblue"
"TraesCS1A01G142600","0","grey"
"TraesCS1A01G142700","0","grey"
"TraesCS1A01G142800","5","green"
"TraesCS1A01G142900","7","black"
"TraesCS1A01G143000","0","grey"
"TraesCS1A01G143100","1","turquoise"
"TraesCS1A01G143200","0","grey"
"TraesCS1A01G143300","1","turquoise"
"TraesCS1A01G143400","13","salmon"
"TraesCS1A01G143500","4","yellow"
"TraesCS1A01G143600","2","blue"
"TraesCS1A01G143700","2","blue"
"TraesCS1A01G143800","0","grey"
"TraesCS1A01G143900","7","black"
"TraesCS1A01G144000","0","grey"
"TraesCS1A01G144100","0","grey"
"TraesCS1A01G144200","12","tan"
"TraesCS1A01G144300","4","yellow"
"TraesCS1A01G144400","8","pink"
"TraesCS1A01G144500","0","grey"
"TraesCS1A01G144600","0","grey"
"TraesCS1A01G144700","20","royalblue"
"TraesCS1A01G144800","5","green"
"TraesCS1A01G145000","6","red"
"TraesCS1A01G145100","3","brown"
"TraesCS1A01G145300","0","grey"
"TraesCS1A01G145500","4","yellow"
"TraesCS1A01G145600","2","blue"
"TraesCS1A01G145700","0","grey"
"TraesCS1A01G145800","0","grey"
"TraesCS1A01G145900","0","grey"
"TraesCS1A01G146000","3","brown"
"TraesCS1A01G146100","0","grey"
"TraesCS1A01G146200","0","grey"
"TraesCS1A01G146300","0","grey"
"TraesCS1A01G146400","0","grey"
"TraesCS1A01G146600","5","green"
"TraesCS1A01G146800","2","blue"
"TraesCS1A01G146900","1","turquoise"
"TraesCS1A01G147000","6","red"
"TraesCS1A01G147200","0","grey"
"TraesCS1A01G147300","21","darkred"
"TraesCS1A01G147400","7","black"
"TraesCS1A01G147500","8","pink"
"TraesCS1A01G147600","7","black"
"TraesCS1A01G147700","6","red"
"TraesCS1A01G147800","0","grey"
"TraesCS1A01G148000","6","red"
"TraesCS1A01G148100","0","grey"
"TraesCS1A01G148200","0","grey"
"TraesCS1A01G148300","0","grey"
"TraesCS1A01G148400","2","blue"
"TraesCS1A01G148600","0","grey"
"TraesCS1A01G149000","0","grey"
"TraesCS1A01G149100","1","turquoise"
"TraesCS1A01G149200","6","red"
"TraesCS1A01G149300","9","magenta"
"TraesCS1A01G149500","0","grey"
"TraesCS1A01G149600","0","grey"
"TraesCS1A01G149700","0","grey"
"TraesCS1A01G149800","1","turquoise"
"TraesCS1A01G149900","0","grey"
"TraesCS1A01G150000","0","grey"
"TraesCS1A01G150100","3","brown"
"TraesCS1A01G150200","1","turquoise"
"TraesCS1A01G150300","0","grey"
"TraesCS1A01G150400","3","brown"
"TraesCS1A01G150500","0","grey"
"TraesCS1A01G150600","0","grey"
"TraesCS1A01G150700","0","grey"
"TraesCS1A01G150800","22","darkgreen"
"TraesCS1A01G150900","15","midnightblue"
"TraesCS1A01G151000","1","turquoise"
"TraesCS1A01G151100","5","green"
"TraesCS1A01G151200","7","black"
"TraesCS1A01G151400","1","turquoise"
"TraesCS1A01G151500","5","green"
"TraesCS1A01G151600","29","saddlebrown"
"TraesCS1A01G151700","3","brown"
"TraesCS1A01G152000","0","grey"
"TraesCS1A01G152100","2","blue"
"TraesCS1A01G152200","1","turquoise"
"TraesCS1A01G152300","1","turquoise"
"TraesCS1A01G152400","0","grey"
"TraesCS1A01G152500","0","grey"
"TraesCS1A01G152600","5","green"
"TraesCS1A01G152800","1","turquoise"
"TraesCS1A01G152900","1","turquoise"
"TraesCS1A01G153000","22","darkgreen"
"TraesCS1A01G153100","9","magenta"
"TraesCS1A01G153300","4","yellow"
"TraesCS1A01G153400","0","grey"
"TraesCS1A01G153600","1","turquoise"
"TraesCS1A01G153700","0","grey"
"TraesCS1A01G153800","4","yellow"
"TraesCS1A01G153900","0","grey"
"TraesCS1A01G154000","0","grey"
"TraesCS1A01G154100","0","grey"
"TraesCS1A01G154200","0","grey"
"TraesCS1A01G154300","0","grey"
"TraesCS1A01G154400","2","blue"
"TraesCS1A01G154500","0","grey"
"TraesCS1A01G154600","5","green"
"TraesCS1A01G154700","5","green"
"TraesCS1A01G154900","2","blue"
"TraesCS1A01G155000","20","royalblue"
"TraesCS1A01G155100","0","grey"
"TraesCS1A01G155200","0","grey"
"TraesCS1A01G155500","16","lightcyan"
"TraesCS1A01G155600","0","grey"
"TraesCS1A01G155700","0","grey"
"TraesCS1A01G155800","0","grey"
"TraesCS1A01G155900","15","midnightblue"
"TraesCS1A01G156000","0","grey"
"TraesCS1A01G156100","7","black"
"TraesCS1A01G156200","1","turquoise"
"TraesCS1A01G156300","1","turquoise"
"TraesCS1A01G156400","12","tan"
"TraesCS1A01G156500","0","grey"
"TraesCS1A01G156600","15","midnightblue"
"TraesCS1A01G156700","0","grey"
"TraesCS1A01G156900","0","grey"
"TraesCS1A01G157000","4","yellow"
"TraesCS1A01G157100","35","sienna3"
"TraesCS1A01G157200","5","green"
"TraesCS1A01G157500","7","black"
"TraesCS1A01G157600","8","pink"
"TraesCS1A01G157700","4","yellow"
"TraesCS1A01G157800","5","green"
"TraesCS1A01G157900","12","tan"
"TraesCS1A01G158200","2","blue"
"TraesCS1A01G158300","14","cyan"
"TraesCS1A01G158400","1","turquoise"
"TraesCS1A01G158500","6","red"
"TraesCS1A01G158600","1","turquoise"
