"","bwnetModuleLabels","bwnetModuleColors"
"TraesCS7B01G238500","1","turquoise"
"TraesCS7B01G238600","6","red"
"TraesCS7B01G238700","0","grey"
"TraesCS7B01G238800","4","yellow"
"TraesCS7B01G238900","4","yellow"
"TraesCS7B01G239000","19","lightyellow"
"TraesCS7B01G239100","0","grey"
"TraesCS7B01G239200","0","grey"
"TraesCS7B01G239300","3","brown"
"TraesCS7B01G239400","0","grey"
"TraesCS7B01G239500","2","blue"
"TraesCS7B01G239600","1","turquoise"
"TraesCS7B01G239700","0","grey"
"TraesCS7B01G239800","30","steelblue"
"TraesCS7B01G239900","0","grey"
"TraesCS7B01G240000","0","grey"
"TraesCS7B01G240100","1","turquoise"
"TraesCS7B01G240200","5","green"
"TraesCS7B01G240300","0","grey"
"TraesCS7B01G240400","12","tan"
"TraesCS7B01G240500","0","grey"
"TraesCS7B01G240600","0","grey"
"TraesCS7B01G240700","0","grey"
"TraesCS7B01G240800","5","green"
"TraesCS7B01G240900","2","blue"
"TraesCS7B01G241000","0","grey"
"TraesCS7B01G241100","0","grey"
"TraesCS7B01G241200","0","grey"
"TraesCS7B01G241300","1","turquoise"
"TraesCS7B01G241400","21","darkred"
"TraesCS7B01G241500","9","magenta"
"TraesCS7B01G241600","10","purple"
"TraesCS7B01G241700","6","red"
"TraesCS7B01G241800","1","turquoise"
"TraesCS7B01G241900","7","black"
"TraesCS7B01G242100","0","grey"
"TraesCS7B01G242200","5","green"
"TraesCS7B01G242300","0","grey"
"TraesCS7B01G242500","0","grey"
"TraesCS7B01G242700","0","grey"
"TraesCS7B01G242800","9","magenta"
"TraesCS7B01G242900","0","grey"
"TraesCS7B01G243000","9","magenta"
"TraesCS7B01G243100","10","purple"
"TraesCS7B01G243200","0","grey"
"TraesCS7B01G243300","6","red"
"TraesCS7B01G243400","0","grey"
"TraesCS7B01G243500","3","brown"
"TraesCS7B01G243600","14","cyan"
"TraesCS7B01G243700","0","grey"
"TraesCS7B01G243800","2","blue"
"TraesCS7B01G243900","19","lightyellow"
"TraesCS7B01G244000","0","grey"
"TraesCS7B01G244100","22","darkgreen"
"TraesCS7B01G244200","0","grey"
"TraesCS7B01G244300","0","grey"
"TraesCS7B01G244400","0","grey"
"TraesCS7B01G244500","10","purple"
"TraesCS7B01G244600","1","turquoise"
"TraesCS7B01G244700","4","yellow"
"TraesCS7B01G244800","3","brown"
"TraesCS7B01G244900","18","lightgreen"
"TraesCS7B01G245000","3","brown"
"TraesCS7B01G245100","21","darkred"
"TraesCS7B01G245200","4","yellow"
"TraesCS7B01G245300","0","grey"
"TraesCS7B01G245400","7","black"
"TraesCS7B01G245500","12","tan"
"TraesCS7B01G245600","2","blue"
"TraesCS7B01G245700","0","grey"
"TraesCS7B01G245800","3","brown"
"TraesCS7B01G245900","2","blue"
"TraesCS7B01G246000","4","yellow"
"TraesCS7B01G246100","0","grey"
"TraesCS7B01G246200","0","grey"
"TraesCS7B01G246300","2","blue"
"TraesCS7B01G246400","0","grey"
"TraesCS7B01G246500","5","green"
"TraesCS7B01G246600","1","turquoise"
"TraesCS7B01G246700","1","turquoise"
"TraesCS7B01G246800","4","yellow"
"TraesCS7B01G246900","24","darkgrey"
"TraesCS7B01G247000","1","turquoise"
"TraesCS7B01G247100","1","turquoise"
"TraesCS7B01G247200","5","green"
"TraesCS7B01G247400","4","yellow"
"TraesCS7B01G247500","1","turquoise"
"TraesCS7B01G247600","2","blue"
"TraesCS7B01G247700","4","yellow"
"TraesCS7B01G247800","9","magenta"
"TraesCS7B01G247900","2","blue"
"TraesCS7B01G248000","20","royalblue"
"TraesCS7B01G248100","0","grey"
"TraesCS7B01G248200","13","salmon"
"TraesCS7B01G248300","0","grey"
"TraesCS7B01G248400","2","blue"
"TraesCS7B01G248500","1","turquoise"
"TraesCS7B01G248600","1","turquoise"
"TraesCS7B01G248700","2","blue"
"TraesCS7B01G248800","0","grey"
"TraesCS7B01G248900","0","grey"
"TraesCS7B01G249000","0","grey"
"TraesCS7B01G249100","13","salmon"
"TraesCS7B01G249200","4","yellow"
"TraesCS7B01G249300","4","yellow"
"TraesCS7B01G249400","0","grey"
"TraesCS7B01G249500","6","red"
"TraesCS7B01G249600","0","grey"
"TraesCS7B01G249800","0","grey"
"TraesCS7B01G249900","4","yellow"
"TraesCS7B01G250000","1","turquoise"
"TraesCS7B01G250100","1","turquoise"
"TraesCS7B01G250200","1","turquoise"
"TraesCS7B01G250300","15","midnightblue"
"TraesCS7B01G250400","28","skyblue"
"TraesCS7B01G250500","0","grey"
"TraesCS7B01G250600","5","green"
"TraesCS7B01G250700","9","magenta"
"TraesCS7B01G250800","23","darkturquoise"
"TraesCS7B01G251000","1","turquoise"
"TraesCS7B01G251100","3","brown"
"TraesCS7B01G251200","18","lightgreen"
"TraesCS7B01G251300","0","grey"
"TraesCS7B01G251400","1","turquoise"
"TraesCS7B01G251600","22","darkgreen"
"TraesCS7B01G251700","2","blue"
"TraesCS7B01G251800","0","grey"
"TraesCS7B01G251900","19","lightyellow"
"TraesCS7B01G252000","0","grey"
"TraesCS7B01G252100","0","grey"
"TraesCS7B01G252200","0","grey"
"TraesCS7B01G252300","14","cyan"
"TraesCS7B01G252400","3","brown"
"TraesCS7B01G252500","0","grey"
"TraesCS7B01G252600","1","turquoise"
"TraesCS7B01G252700","3","brown"
"TraesCS7B01G252800","19","lightyellow"
"TraesCS7B01G252900","0","grey"
"TraesCS7B01G253100","0","grey"
"TraesCS7B01G253200","0","grey"
"TraesCS7B01G253300","0","grey"
"TraesCS7B01G253400","3","brown"
"TraesCS7B01G253500","5","green"
"TraesCS7B01G253600","10","purple"
"TraesCS7B01G253700","0","grey"
"TraesCS7B01G254000","0","grey"
"TraesCS7B01G254100","12","tan"
"TraesCS7B01G254200","25","orange"
"TraesCS7B01G254400","4","yellow"
"TraesCS7B01G254500","0","grey"
"TraesCS7B01G254600","0","grey"
"TraesCS7B01G254700","0","grey"
"TraesCS7B01G254800","4","yellow"
"TraesCS7B01G254900","12","tan"
"TraesCS7B01G255000","1","turquoise"
"TraesCS7B01G255100","1","turquoise"
"TraesCS7B01G255200","3","brown"
"TraesCS7B01G255500","0","grey"
"TraesCS7B01G255600","0","grey"
"TraesCS7B01G255700","17","grey60"
"TraesCS7B01G255800","1","turquoise"
"TraesCS7B01G255900","5","green"
"TraesCS7B01G256000","3","brown"
"TraesCS7B01G256100","21","darkred"
"TraesCS7B01G256300","6","red"
"TraesCS7B01G256500","32","violet"
"TraesCS7B01G256600","3","brown"
"TraesCS7B01G256700","1","turquoise"
"TraesCS7B01G256900","6","red"
"TraesCS7B01G257000","9","magenta"
"TraesCS7B01G257300","18","lightgreen"
"TraesCS7B01G257400","1","turquoise"
"TraesCS7B01G257500","5","green"
"TraesCS7B01G257600","4","yellow"
"TraesCS7B01G257700","4","yellow"
"TraesCS7B01G257800","0","grey"
"TraesCS7B01G257900","0","grey"
"TraesCS7B01G258000","3","brown"
"TraesCS7B01G258100","1","turquoise"
"TraesCS7B01G258200","2","blue"
"TraesCS7B01G258300","4","yellow"
"TraesCS7B01G258500","0","grey"
"TraesCS7B01G258600","0","grey"
"TraesCS7B01G258700","5","green"
"TraesCS7B01G258800","0","grey"
"TraesCS7B01G258900","17","grey60"
"TraesCS7B01G259000","0","grey"
"TraesCS7B01G259100","4","yellow"
"TraesCS7B01G259200","2","blue"
"TraesCS7B01G259300","3","brown"
"TraesCS7B01G259400","10","purple"
"TraesCS7B01G259500","0","grey"
"TraesCS7B01G259600","1","turquoise"
"TraesCS7B01G259700","10","purple"
"TraesCS7B01G259800","13","salmon"
"TraesCS7B01G259900","0","grey"
"TraesCS7B01G260100","0","grey"
"TraesCS7B01G260200","1","turquoise"
"TraesCS7B01G260300","16","lightcyan"
"TraesCS7B01G260400","0","grey"
"TraesCS7B01G260500","0","grey"
"TraesCS7B01G260600","2","blue"
"TraesCS7B01G260700","7","black"
"TraesCS7B01G260800","21","darkred"
"TraesCS7B01G260900","1","turquoise"
"TraesCS7B01G261000","0","grey"
"TraesCS7B01G261100","10","purple"
"TraesCS7B01G261200","0","grey"
"TraesCS7B01G261500","0","grey"
"TraesCS7B01G261600","4","yellow"
"TraesCS7B01G261700","0","grey"
"TraesCS7B01G261800","0","grey"
"TraesCS7B01G261900","1","turquoise"
"TraesCS7B01G262000","22","darkgreen"
"TraesCS7B01G262100","1","turquoise"
"TraesCS7B01G262200","1","turquoise"
"TraesCS7B01G262300","3","brown"
"TraesCS7B01G262400","12","tan"
"TraesCS7B01G262500","0","grey"
"TraesCS7B01G262600","2","blue"
"TraesCS7B01G262700","3","brown"
"TraesCS7B01G262800","3","brown"
"TraesCS7B01G262900","6","red"
"TraesCS7B01G263000","1","turquoise"
"TraesCS7B01G263100","0","grey"
"TraesCS7B01G263200","20","royalblue"
"TraesCS7B01G263400","2","blue"
"TraesCS7B01G263500","2","blue"
"TraesCS7B01G263600","19","lightyellow"
"TraesCS7B01G263700","3","brown"
"TraesCS7B01G263800","7","black"
"TraesCS7B01G263900","0","grey"
"TraesCS7B01G264000","11","greenyellow"
"TraesCS7B01G264200","7","black"
"TraesCS7B01G264300","4","yellow"
"TraesCS7B01G264500","0","grey"
"TraesCS7B01G264600","22","darkgreen"
"TraesCS7B01G264700","0","grey"
"TraesCS7B01G264800","5","green"
"TraesCS7B01G264900","16","lightcyan"
"TraesCS7B01G265000","32","violet"
"TraesCS7B01G265100","17","grey60"
"TraesCS7B01G265200","2","blue"
"TraesCS7B01G265300","0","grey"
"TraesCS7B01G265400","7","black"
"TraesCS7B01G265500","0","grey"
"TraesCS7B01G265600","0","grey"
"TraesCS7B01G265800","4","yellow"
"TraesCS7B01G265900","3","brown"
"TraesCS7B01G266000","1","turquoise"
"TraesCS7B01G266100","4","yellow"
"TraesCS7B01G266300","6","red"
"TraesCS7B01G266500","6","red"
"TraesCS7B01G266600","2","blue"
"TraesCS7B01G266700","0","grey"
"TraesCS7B01G266800","1","turquoise"
"TraesCS7B01G266900","0","grey"
"TraesCS7B01G267000","15","midnightblue"
"TraesCS7B01G267100","0","grey"
"TraesCS7B01G267200","4","yellow"
"TraesCS7B01G267300","0","grey"
"TraesCS7B01G267400","0","grey"
"TraesCS7B01G267500","15","midnightblue"
"TraesCS7B01G267600","13","salmon"
"TraesCS7B01G267700","0","grey"
"TraesCS7B01G267800","0","grey"
"TraesCS7B01G267900","15","midnightblue"
"TraesCS7B01G268100","3","brown"
"TraesCS7B01G268200","7","black"
"TraesCS7B01G268300","0","grey"
"TraesCS7B01G268400","0","grey"
"TraesCS7B01G268500","0","grey"
"TraesCS7B01G268700","7","black"
"TraesCS7B01G268900","0","grey"
"TraesCS7B01G269000","0","grey"
"TraesCS7B01G269100","0","grey"
"TraesCS7B01G269300","13","salmon"
"TraesCS7B01G269400","2","blue"
"TraesCS7B01G269600","0","grey"
"TraesCS7B01G269700","0","grey"
"TraesCS7B01G269800","4","yellow"
"TraesCS7B01G269900","17","grey60"
"TraesCS7B01G270000","29","saddlebrown"
"TraesCS7B01G270100","5","green"
"TraesCS7B01G270200","1","turquoise"
"TraesCS7B01G270300","11","greenyellow"
"TraesCS7B01G270400","29","saddlebrown"
"TraesCS7B01G270500","0","grey"
"TraesCS7B01G270600","0","grey"
"TraesCS7B01G270900","3","brown"
"TraesCS7B01G271100","0","grey"
"TraesCS7B01G271200","1","turquoise"
"TraesCS7B01G271300","0","grey"
"TraesCS7B01G271400","6","red"
"TraesCS7B01G271500","0","grey"
"TraesCS7B01G271600","1","turquoise"
"TraesCS7B01G271700","11","greenyellow"
"TraesCS7B01G271800","1","turquoise"
"TraesCS7B01G271900","2","blue"
"TraesCS7B01G272000","1","turquoise"
"TraesCS7B01G272200","0","grey"
"TraesCS7B01G272300","9","magenta"
"TraesCS7B01G272400","23","darkturquoise"
"TraesCS7B01G272500","0","grey"
"TraesCS7B01G272600","0","grey"
"TraesCS7B01G272800","1","turquoise"
"TraesCS7B01G272900","2","blue"
"TraesCS7B01G273000","10","purple"
"TraesCS7B01G273100","0","grey"
"TraesCS7B01G273200","9","magenta"
"TraesCS7B01G273300","4","yellow"
"TraesCS7B01G273400","12","tan"
"TraesCS7B01G273500","3","brown"
"TraesCS7B01G273600","3","brown"
"TraesCS7B01G273700","0","grey"
"TraesCS7B01G273800","0","grey"
"TraesCS7B01G273900","0","grey"
"TraesCS7B01G274100","0","grey"
"TraesCS7B01G274200","0","grey"
"TraesCS7B01G274300","14","cyan"
"TraesCS7B01G274400","3","brown"
"TraesCS7B01G274500","0","grey"
"TraesCS7B01G274600","0","grey"
"TraesCS7B01G274700","2","blue"
"TraesCS7B01G274900","0","grey"
"TraesCS7B01G275000","0","grey"
"TraesCS7B01G275100","0","grey"
"TraesCS7B01G275200","0","grey"
"TraesCS7B01G275300","13","salmon"
"TraesCS7B01G275500","6","red"
"TraesCS7B01G275600","9","magenta"
"TraesCS7B01G275700","3","brown"
"TraesCS7B01G275800","7","black"
"TraesCS7B01G275900","0","grey"
"TraesCS7B01G276000","3","brown"
"TraesCS7B01G276100","0","grey"
"TraesCS7B01G276200","1","turquoise"
"TraesCS7B01G276300","1","turquoise"
"TraesCS7B01G276400","4","yellow"
"TraesCS7B01G276500","0","grey"
"TraesCS7B01G276600","2","blue"
"TraesCS7B01G276700","4","yellow"
"TraesCS7B01G276800","0","grey"
"TraesCS7B01G277000","1","turquoise"
"TraesCS7B01G277100","13","salmon"
"TraesCS7B01G277200","0","grey"
"TraesCS7B01G277300","1","turquoise"
"TraesCS7B01G277400","1","turquoise"
"TraesCS7B01G277500","0","grey"
"TraesCS7B01G277600","0","grey"
"TraesCS7B01G277700","5","green"
"TraesCS7B01G277800","2","blue"
"TraesCS7B01G277900","0","grey"
"TraesCS7B01G278000","7","black"
"TraesCS7B01G278100","3","brown"
"TraesCS7B01G278200","1","turquoise"
"TraesCS7B01G278300","1","turquoise"
"TraesCS7B01G278400","0","grey"
"TraesCS7B01G278500","1","turquoise"
"TraesCS7B01G278600","2","blue"
"TraesCS7B01G278800","3","brown"
"TraesCS7B01G278900","10","purple"
"TraesCS7B01G279000","0","grey"
"TraesCS7B01G279100","2","blue"
"TraesCS7B01G279200","0","grey"
"TraesCS7B01G279300","5","green"
"TraesCS7B01G279400","1","turquoise"
"TraesCS7B01G279500","4","yellow"
"TraesCS7B01G279600","21","darkred"
"TraesCS7B01G279700","0","grey"
"TraesCS7B01G279800","19","lightyellow"
"TraesCS7B01G279900","9","magenta"
"TraesCS7B01G280000","1","turquoise"
"TraesCS7B01G280100","14","cyan"
"TraesCS7B01G280200","1","turquoise"
"TraesCS7B01G280300","0","grey"
"TraesCS7B01G280400","6","red"
"TraesCS7B01G280500","0","grey"
"TraesCS7B01G280600","0","grey"
"TraesCS7B01G280700","5","green"
"TraesCS7B01G280800","0","grey"
"TraesCS7B01G280900","4","yellow"
"TraesCS7B01G281000","0","grey"
"TraesCS7B01G281100","17","grey60"
"TraesCS7B01G281200","1","turquoise"
"TraesCS7B01G281400","0","grey"
"TraesCS7B01G281600","0","grey"
"TraesCS7B01G281700","3","brown"
"TraesCS7B01G281800","0","grey"
"TraesCS7B01G281900","0","grey"
"TraesCS7B01G282100","2","blue"
"TraesCS7B01G282200","2","blue"
"TraesCS7B01G282300","2","blue"
"TraesCS7B01G282400","16","lightcyan"
"TraesCS7B01G282500","16","lightcyan"
"TraesCS7B01G282700","4","yellow"
"TraesCS7B01G282800","5","green"
"TraesCS7B01G282900","0","grey"
"TraesCS7B01G283000","1","turquoise"
"TraesCS7B01G283100","0","grey"
"TraesCS7B01G283200","0","grey"
"TraesCS7B01G283300","21","darkred"
"TraesCS7B01G283400","9","magenta"
"TraesCS7B01G283700","0","grey"
"TraesCS7B01G283800","0","grey"
"TraesCS7B01G284000","0","grey"
"TraesCS7B01G284300","9","magenta"
"TraesCS7B01G284400","2","blue"
"TraesCS7B01G284500","26","darkorange"
"TraesCS7B01G284600","0","grey"
"TraesCS7B01G284700","21","darkred"
"TraesCS7B01G285000","2","blue"
"TraesCS7B01G285100","4","yellow"
"TraesCS7B01G285200","4","yellow"
"TraesCS7B01G285300","0","grey"
"TraesCS7B01G285400","0","grey"
"TraesCS7B01G285600","20","royalblue"
"TraesCS7B01G285700","1","turquoise"
"TraesCS7B01G285900","3","brown"
"TraesCS7B01G286000","3","brown"
"TraesCS7B01G286100","0","grey"
"TraesCS7B01G286200","0","grey"
"TraesCS7B01G286300","3","brown"
"TraesCS7B01G286400","0","grey"
"TraesCS7B01G286500","0","grey"
"TraesCS7B01G286600","8","pink"
"TraesCS7B01G286700","3","brown"
"TraesCS7B01G286800","19","lightyellow"
"TraesCS7B01G286900","1","turquoise"
"TraesCS7B01G287000","14","cyan"
"TraesCS7B01G287100","3","brown"
"TraesCS7B01G287200","0","grey"
"TraesCS7B01G287400","17","grey60"
"TraesCS7B01G287500","1","turquoise"
"TraesCS7B01G287600","1","turquoise"
"TraesCS7B01G287700","2","blue"
"TraesCS7B01G287800","0","grey"
"TraesCS7B01G287900","0","grey"
"TraesCS7B01G288000","1","turquoise"
"TraesCS7B01G288100","1","turquoise"
"TraesCS7B01G288200","2","blue"
"TraesCS7B01G288300","1","turquoise"
"TraesCS7B01G288400","4","yellow"
"TraesCS7B01G288500","24","darkgrey"
"TraesCS7B01G288600","1","turquoise"
"TraesCS7B01G288700","0","grey"
"TraesCS7B01G288800","0","grey"
"TraesCS7B01G288900","1","turquoise"
"TraesCS7B01G289000","4","yellow"
"TraesCS7B01G289100","0","grey"
"TraesCS7B01G289200","1","turquoise"
"TraesCS7B01G289300","16","lightcyan"
"TraesCS7B01G289400","6","red"
"TraesCS7B01G289500","2","blue"
"TraesCS7B01G289600","9","magenta"
"TraesCS7B01G289700","19","lightyellow"
"TraesCS7B01G289800","0","grey"
"TraesCS7B01G289900","0","grey"
"TraesCS7B01G290000","0","grey"
"TraesCS7B01G290100","4","yellow"
"TraesCS7B01G290200","0","grey"
"TraesCS7B01G290300","4","yellow"
"TraesCS7B01G290500","0","grey"
"TraesCS7B01G290600","23","darkturquoise"
"TraesCS7B01G290700","1","turquoise"
"TraesCS7B01G290800","0","grey"
"TraesCS7B01G290900","5","green"
"TraesCS7B01G291000","0","grey"
"TraesCS7B01G291100","2","blue"
"TraesCS7B01G291200","0","grey"
"TraesCS7B01G291300","15","midnightblue"
"TraesCS7B01G291400","15","midnightblue"
"TraesCS7B01G291500","0","grey"
"TraesCS7B01G291600","0","grey"
"TraesCS7B01G291700","0","grey"
"TraesCS7B01G291800","0","grey"
"TraesCS7B01G291900","7","black"
"TraesCS7B01G292000","0","grey"
"TraesCS7B01G292100","16","lightcyan"
"TraesCS7B01G292200","0","grey"
"TraesCS7B01G292300","0","grey"
"TraesCS7B01G292400","0","grey"
"TraesCS7B01G292700","3","brown"
"TraesCS7B01G292800","0","grey"
"TraesCS7B01G292900","0","grey"
"TraesCS7B01G293000","1","turquoise"
"TraesCS7B01G293100","15","midnightblue"
"TraesCS7B01G293200","17","grey60"
"TraesCS7B01G293400","13","salmon"
"TraesCS7B01G293500","28","skyblue"
"TraesCS7B01G293600","0","grey"
"TraesCS7B01G293700","0","grey"
"TraesCS7B01G294000","0","grey"
"TraesCS7B01G294200","15","midnightblue"
"TraesCS7B01G294300","0","grey"
"TraesCS7B01G294400","9","magenta"
"TraesCS7B01G294500","0","grey"
"TraesCS7B01G294600","15","midnightblue"
"TraesCS7B01G294700","1","turquoise"
"TraesCS7B01G294800","3","brown"
"TraesCS7B01G294900","0","grey"
"TraesCS7B01G295000","0","grey"
"TraesCS7B01G295100","0","grey"
"TraesCS7B01G295300","0","grey"
"TraesCS7B01G295500","0","grey"
"TraesCS7B01G295600","1","turquoise"
"TraesCS7B01G295700","0","grey"
"TraesCS7B01G295800","0","grey"
"TraesCS7B01G295900","0","grey"
"TraesCS7B01G296000","10","purple"
"TraesCS7B01G296200","0","grey"
"TraesCS7B01G296300","4","yellow"
"TraesCS7B01G296400","1","turquoise"
"TraesCS7B01G296500","5","green"
"TraesCS7B01G296600","0","grey"
"TraesCS7B01G296700","0","grey"
"TraesCS7B01G296800","24","darkgrey"
"TraesCS7B01G296900","4","yellow"
"TraesCS7B01G297000","0","grey"
"TraesCS7B01G297100","6","red"
"TraesCS7B01G297200","3","brown"
"TraesCS7B01G297300","0","grey"
"TraesCS7B01G297400","8","pink"
"TraesCS7B01G297500","0","grey"
"TraesCS7B01G297600","3","brown"
"TraesCS7B01G297700","0","grey"
"TraesCS7B01G297900","4","yellow"
"TraesCS7B01G298100","2","blue"
"TraesCS7B01G298200","1","turquoise"
"TraesCS7B01G298300","1","turquoise"
"TraesCS7B01G298400","0","grey"
"TraesCS7B01G298500","0","grey"
"TraesCS7B01G298600","0","grey"
"TraesCS7B01G298700","1","turquoise"
"TraesCS7B01G298800","14","cyan"
"TraesCS7B01G298900","0","grey"
"TraesCS7B01G299000","1","turquoise"
"TraesCS7B01G299100","30","steelblue"
"TraesCS7B01G299200","3","brown"
"TraesCS7B01G299300","0","grey"
"TraesCS7B01G299500","12","tan"
"TraesCS7B01G299600","8","pink"
"TraesCS7B01G299700","2","blue"
"TraesCS7B01G299800","0","grey"
"TraesCS7B01G299900","0","grey"
"TraesCS7B01G300100","8","pink"
"TraesCS7B01G300200","7","black"
"TraesCS7B01G300300","0","grey"
"TraesCS7B01G300500","0","grey"
"TraesCS7B01G300800","0","grey"
"TraesCS7B01G300900","0","grey"
"TraesCS7B01G301000","15","midnightblue"
"TraesCS7B01G301100","10","purple"
"TraesCS7B01G301200","12","tan"
"TraesCS7B01G301300","0","grey"
"TraesCS7B01G301400","0","grey"
"TraesCS7B01G301600","0","grey"
"TraesCS7B01G301900","0","grey"
"TraesCS7B01G302000","1","turquoise"
"TraesCS7B01G302100","0","grey"
"TraesCS7B01G302200","4","yellow"
"TraesCS7B01G302300","7","black"
"TraesCS7B01G302400","4","yellow"
"TraesCS7B01G302500","4","yellow"
"TraesCS7B01G302600","20","royalblue"
"TraesCS7B01G302800","2","blue"
"TraesCS7B01G302900","14","cyan"
"TraesCS7B01G303200","0","grey"
"TraesCS7B01G303300","2","blue"
"TraesCS7B01G303500","8","pink"
"TraesCS7B01G303600","0","grey"
"TraesCS7B01G303700","0","grey"
"TraesCS7B01G303800","23","darkturquoise"
"TraesCS7B01G303900","17","grey60"
"TraesCS7B01G304000","9","magenta"
"TraesCS7B01G304100","0","grey"
"TraesCS7B01G304200","0","grey"
"TraesCS7B01G304300","0","grey"
"TraesCS7B01G304400","0","grey"
"TraesCS7B01G304500","0","grey"
"TraesCS7B01G304600","0","grey"
"TraesCS7B01G304700","0","grey"
"TraesCS7B01G304800","2","blue"
"TraesCS7B01G304900","4","yellow"
"TraesCS7B01G305000","1","turquoise"
"TraesCS7B01G305200","2","blue"
"TraesCS7B01G305300","0","grey"
"TraesCS7B01G305400","0","grey"
"TraesCS7B01G305500","0","grey"
"TraesCS7B01G305600","0","grey"
"TraesCS7B01G305700","7","black"
"TraesCS7B01G305800","17","grey60"
"TraesCS7B01G305900","3","brown"
"TraesCS7B01G306100","1","turquoise"
"TraesCS7B01G306200","0","grey"
"TraesCS7B01G306300","15","midnightblue"
"TraesCS7B01G306400","14","cyan"
"TraesCS7B01G306500","2","blue"
"TraesCS7B01G306700","2","blue"
"TraesCS7B01G306800","5","green"
"TraesCS7B01G306900","1","turquoise"
"TraesCS7B01G307000","0","grey"
"TraesCS7B01G307200","3","brown"
"TraesCS7B01G307300","1","turquoise"
"TraesCS7B01G307500","5","green"
"TraesCS7B01G307600","4","yellow"
"TraesCS7B01G307700","12","tan"
"TraesCS7B01G307900","18","lightgreen"
"TraesCS7B01G308000","1","turquoise"
"TraesCS7B01G308100","0","grey"
"TraesCS7B01G308200","0","grey"
"TraesCS7B01G308300","0","grey"
"TraesCS7B01G308600","2","blue"
"TraesCS7B01G308700","19","lightyellow"
"TraesCS7B01G308800","1","turquoise"
"TraesCS7B01G309000","0","grey"
"TraesCS7B01G309100","0","grey"
